obsra,obsdec,z_helio,quality,specid
+10:26:32.27,-39:56:38.1,     +0.009254,          4,               50025
+13:23:18.64,-09:38:37.7,     +0.009252,          4,               67266
+19:59:13.07,-50:28:16.7,     +0.009250,          4,               91786
+04:48:34.40,-03:52:01.6,     +0.009250,          4,              124790
+20:46:00.84,-45:50:58.6,     +0.009246,          4,               96754
+06:18:59.47,-24:37:48.8,     +0.009244,          4,               36177
+10:05:23.04,-34:13:11.9,     +0.009242,          4,               48251
+07:37:53.16,-55:10:59.8,     +0.009240,          4,               40171
+10:28:53.58,-35:36:19.4,     +0.009238,          4,               50447
+06:18:57.01,-24:33:06.3,     +0.009236,          4,               36294
+12:43:13.15,-42:59:26.5,     +0.009235,          4,               61156
+14:39:35.15,-45:01:08.4,     +0.009232,          4,               75715
+20:27:12.23,-37:09:48.6,     +0.009229,          4,               94571
+21:11:52.05,-49:17:01.4,     +0.009229,          4,               99003
+12:07:09.47,-40:12:29.4,     +0.009224,          4,               58670
+13:13:12.50,-16:07:49.7,     +0.009223,          4,               65113
+01:53:14.88,-18:56:16.2,     +0.009218,          4,               11895
+00:32:01.12,-64:23:24.5,     +0.009217,          4,                5408
+21:03:33.40,-39:26:47.4,     +0.009216,          4,               97707
+08:58:46.17,-03:42:36.4,     +0.009216,          4,               43117
+04:49:51.57,-05:22:58.5,     +0.009215,          4,              125246
+08:55:54.22,-20:08:13.8,     +0.009214,          4,               42787
+03:19:53.85,-03:35:38.0,     +0.009209,          4,               19396
+10:38:06.45,-38:07:08.0,     +0.009208,          4,               50031
+06:59:31.96,-53:11:15.5,     +0.009208,          4,               39527
+06:29:17.55,-17:21:31.9,     +0.009207,          4,               37123
+10:37:33.84,-41:27:55.4,     +0.009206,          4,               50064
+09:14:36.50,-21:58:07.2,     +0.009205,          4,               44461
+22:07:25.27,-33:22:51.5,     +0.009199,          4,              106431
+20:21:35.26,-40:14:11.6,     +0.009199,          4,               94658
+19:19:08.92,-53:24:50.2,     +0.009198,          4,              119690
+11:10:56.54,-35:59:00.9,     +0.009197,          4,               53107
+06:19:17.17,-24:27:58.2,     +0.009194,          4,               36186
+04:50:52.07,-04:53:33.8,     +0.009192,          4,              124805
+10:03:30.22,-33:56:59.1,     +0.009189,          4,               47175
+13:13:05.11,-19:58:36.9,     +0.009189,          4,               65792
+19:31:59.01,-36:26:45.6,     +0.009188,          4,               89680
+08:57:57.23,-01:09:30.1,     +0.009185,          4,               43167
+11:18:26.05,-33:25:38.8,     +0.009185,          4,               53090
+12:33:41.69,-23:40:50.3,     +0.009181,          4,               60382
+03:22:55.17,-11:12:12.2,     +0.009181,          4,              123748
+20:36:00.07,-35:42:58.0,     +0.009180,          4,               95960
+13:54:24.22,-48:30:45.1,     +0.009180,          4,               71471
+22:06:23.12,-15:24:58.4,     +0.009179,          4,              105318
+13:11:45.77,-19:15:42.3,     +0.009177,          4,               65544
+11:10:56.54,-35:59:00.9,     +0.009173,          4,               54532
+09:47:44.15,-32:50:24.6,     +0.009170,          4,              118910
+10:40:20.61,-36:24:40.0,     +0.009169,          4,               50994
+13:00:39.26,-14:39:58.5,     +0.009169,          4,               63890
+06:18:49.42,-24:22:07.8,     +0.009169,          4,               36293
+13:12:18.91,-19:26:45.7,     +0.009169,          4,               65793
+06:40:46.65,-58:28:10.7,     +0.009166,          4,               38733
+12:02:33.61,-39:31:30.2,     +0.009166,          4,               58025
+04:51:50.06,-05:48:11.6,     +0.009165,          4,               28978
+21:26:44.44,-34:29:56.6,     +0.009163,          4,              100493
+17:42:38.54,-58:49:55.9,     +0.009160,          4,               84920
+22:02:06.49,-31:59:33.9,     +0.009160,          4,              103968
+03:22:17.49,-07:05:26.6,     +0.009159,          4,               20967
+13:56:39.52,-44:00:33.3,     +0.009159,          4,               71029
+10:06:41.50,-41:07:05.5,     +0.009157,          4,               48327
+10:29:00.70,-40:04:57.9,     +0.009155,          4,               49980
+15:19:10.94,-24:25:47.1,     +0.009154,          4,               78946
+05:22:34.45,-11:29:58.3,     +0.009151,          4,               31094
+12:32:51.89,-40:29:21.3,     +0.009150,          4,               61102
+08:29:01.89,-60:58:06.2,     +0.009149,          4,               42120
+22:33:57.83,-23:05:19.4,     +0.009146,          3,              108692
+10:34:07.43,-35:19:24.2,     +0.009146,          4,               50502
+13:00:27.62,-40:43:50.3,     +0.009145,          4,               63136
+17:03:03.66,-61:46:05.2,     +0.009143,          4,               83357
+06:24:35.91,-22:50:17.7,     +0.009142,          4,               37435
+20:27:12.81,-37:09:47.3,     +0.009141,          4,               94690
+18:56:55.94,-54:32:43.6,     +0.009140,          4,               88394
+04:48:32.85,-06:34:12.3,     +0.009138,          4,               28349
+06:14:13.54,-21:39:28.2,     +0.009136,          4,               36031
+20:43:34.33,-29:42:14.0,     +0.009133,          4,               97258
+19:04:01.19,-46:06:39.8,     +0.009133,          4,               88225
+10:40:39.62,-36:22:04.8,     +0.009132,          4,               50523
+07:19:26.23,-35:39:23.5,     +0.009132,          4,               39419
+18:04:21.70,-59:37:21.2,     +0.009131,          4,               86247
+12:48:09.39,-43:39:31.2,     +0.009131,          4,               62579
+09:58:54.88,-34:26:47.9,     +0.009131,          4,              127366
+14:03:26.06,-06:01:50.5,     +0.009130,          4,              128967
+22:36:38.84,-43:02:01.5,     +0.009130,          4,              136077
+21:59:20.45,-31:52:59.3,     +0.009129,          4,              103966
+12:20:15.98,-33:43:52.3,     +0.009129,          4,               59742
+17:56:41.07,-58:26:23.7,     +0.009128,          4,               85666
+13:12:35.43,-17:32:32.7,     +0.009127,          4,               65144
+20:42:30.98,-46:44:18.7,     +0.009126,          4,               96748
+17:36:13.07,-58:15:13.2,     +0.009126,          4,               84918
+21:44:06.97,-36:10:47.7,     +0.009121,          4,              103024
+20:39:55.88,-36:41:11.5,     +0.009121,          4,               95959
+15:37:29.35,-28:53:08.0,     +0.009120,          4,               79205
+03:03:43.37,-15:29:04.5,     +0.009118,          4,               16720
+19:04:46.42,-47:50:55.1,     +0.009118,          4,              119601
+10:27:33.04,-35:59:11.0,     +0.009117,          4,               49034
+04:48:17.07,-05:25:39.4,     +0.009113,          4,              125245
+13:07:05.83,-30:26:09.2,     +0.009113,          4,               65478
+21:40:37.86,-42:28:49.0,     +0.009111,          4,              104410
+14:21:22.22,-03:45:32.0,     +0.009111,          4,               73239
+09:58:54.88,-34:26:47.9,     +0.009111,          4,               46306
+12:23:19.83,-37:22:57.7,     +0.009103,          4,               60248
+09:51:15.45,-32:45:09.3,     +0.009101,          4,              127343
+15:33:34.89,-78:07:25.9,     +0.009099,          4,               81422
+09:51:15.45,-32:45:09.3,     +0.009097,          4,               46283
+21:41:24.40,-17:06:44.9,     +0.009096,          4,              104132
+05:43:37.52,-19:07:01.1,     +0.009096,          4,               33932
+13:11:15.03,-18:06:09.6,     +0.009096,          4,               65556
+11:10:56.54,-35:59:00.9,     +0.009094,          4,               52565
+06:33:42.71,-24:59:08.7,     +0.009091,          4,              134144
+10:29:01.07,-44:24:10.4,     +0.009091,          4,               49301
+22:06:00.20,-50:06:30.3,     +0.009090,          4,              104757
+10:00:05.83,-31:33:10.3,     +0.009090,          4,              118992
+13:58:23.05,-48:28:34.0,     +0.009089,          4,               71486
+09:59:20.05,-30:44:11.7,     +0.009089,          4,              118987
+22:30:29.01,-15:00:25.2,     +0.009088,          4,              109596
+19:15:15.36,-54:07:29.9,     +0.009087,          4,              119686
+12:23:45.22,-34:37:19.9,     +0.009086,          4,               58626
+12:43:31.18,-41:21:45.1,     +0.009084,          4,               62612
+19:55:13.13,-49:59:51.5,     +0.009083,          4,               92448
+08:49:18.99,-19:00:14.8,     +0.009082,          4,               42798
+22:01:02.00,-13:16:11.1,     +0.009079,          4,              104580
+20:43:57.40,-80:00:03.0,     +0.009078,          4,              101458
+09:36:05.80,-12:26:25.1,     +0.009077,          4,               45742
+22:55:07.03,-38:35:00.2,     +0.009075,          4,              111394
+20:07:19.47,-48:22:12.8,     +0.009073,          4,               91763
+05:14:21.65,-26:17:36.4,     +0.009071,          4,               30731
+10:29:05.74,-43:50:57.4,     +0.009070,          4,               49285
+13:18:41.26,-19:04:47.7,     +0.009067,          4,               65638
+23:06:27.81,-36:14:41.2,     +0.009067,          3,              132388
+10:32:59.55,-34:53:10.3,     +0.009065,          4,               50529
+00:57:28.75,-04:09:34.0,     +0.009063,          4,                5623
+02:59:14.71,-23:39:38.5,     +0.009063,          4,               18221
+11:49:50.30,-38:47:03.9,     +0.009062,          4,               56814
+06:34:07.11,-25:40:55.5,     +0.009061,          4,              134132
+10:24:13.72,-41:04:21.8,     +0.009060,          3,               49979
+09:59:36.67,-28:19:52.9,     +0.009059,          4,               46963
+11:35:32.51,-37:57:23.0,     +0.009057,          4,               56279
+13:02:16.26,-11:14:08.4,     +0.009056,          4,               64554
+14:18:54.51,-31:22:29.3,     +0.009055,          4,               72828
+09:15:27.99,-25:34:02.2,     +0.009053,          4,              126876
+02:17:48.43,-06:49:56.3,     +0.009050,          4,              123058
+13:35:40.57,-24:04:12.9,     +0.009049,          4,               66630
+20:44:40.21,-45:58:42.6,     +0.009046,          4,               96752
+10:27:33.04,-35:59:10.9,     +0.009044,          4,               50441
+14:07:04.40,-30:01:01.5,     +0.009043,          4,               72751
+12:33:41.69,-23:40:50.3,     +0.009038,          4,               59883
+22:08:31.74,-34:17:05.9,     +0.009037,          4,              106222
+13:15:10.54,-16:14:19.1,     +0.009037,          4,               65117
+22:03:14.87,-33:50:18.4,     +0.009036,          4,              106228
+09:44:23.56,-13:00:45.8,     +0.009036,          4,              118772
+09:45:04.70,-11:39:55.3,     +0.009035,          4,              118757
+14:16:05.77,-30:16:50.5,     +0.009034,          4,               72532
+10:06:41.50,-41:07:05.5,     +0.009032,          4,               47203
+11:49:52.93,-38:54:31.1,     +0.009032,          3,               56809
+14:14:32.79,-04:20:44.0,     +0.009029,          4,               73159
+22:08:06.65,-49:49:17.4,     +0.009027,          4,              104753
+09:35:47.85,-25:10:10.4,     +0.009025,          4,               45460
+10:31:55.73,-35:24:35.3,     +0.009025,          4,               50530
+05:31:39.89,-10:23:32.3,     +0.009024,          4,               31073
+22:32:48.98,-47:08:54.6,     +0.009024,          3,              135554
+12:42:08.10,-40:49:15.1,     +0.009024,          4,               62619
+09:02:46.17,-20:43:31.1,     +0.009021,          4,              126818
+03:05:18.27,-00:09:34.5,     +0.009018,          4,               18722
+11:35:53.21,-37:59:50.5,     +0.009013,          4,               55550
+19:11:04.65,-54:08:32.8,     +0.009013,          4,               88406
+20:05:33.54,-48:31:11.6,     +0.009012,          4,               91762
+03:09:39.19,-15:51:55.1,     +0.009012,          4,               18089
+06:38:42.26,-20:17:12.5,     +0.009010,          4,               37892
+09:44:06.43,-21:17:09.5,     +0.009010,          4,              118897
+12:16:39.88,-05:06:25.4,     +0.009009,          4,               59650
+03:01:03.38,-00:44:36.3,     +0.009007,          4,              123364
+22:02:44.49,-32:48:11.6,     +0.009006,          4,              103971
+13:54:55.37,-29:08:16.0,     +0.009005,          4,               70107
+23:07:04.91,-36:16:31.3,     +0.009003,          4,              111703
+20:49:35.68,-37:52:39.6,     +0.009001,          4,               97748
+05:45:14.29,-20:31:16.8,     +0.009001,          4,               33169
+14:23:03.95,-04:43:30.2,     +0.008993,          4,               73243
+20:43:14.35,-29:51:12.3,     +0.008992,          4,               95517
+13:18:09.03,-16:58:15.9,     +0.008992,          3,              128595
+14:05:08.83,-29:56:25.7,     +0.008991,          3,               72460
+15:03:00.21,-13:16:57.6,     +0.008990,          4,               76714
+13:03:38.54,-14:25:41.1,     +0.008989,          4,               63939
